Ex_Date,Record_Date,Symbol,Company_Name,Series,Action_Type,Ratio_or_Amount,Purpose,Face_Value,ISIN,BC_Start_Date,BC_End_Date
2015-09-23,,NOESISIND,Noesis Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE141B01020,2015-09-25,2015-09-30
2015-09-23,,OMINFRAL,OM INFRA LIMITED,EQ,DIVIDEND,0.20,Annual General Meeting/ Dividend -  Re 0.20/- Per Share,1,INE239D01028,2015-09-25,2015-09-29
2015-09-23,,ORIENTBELL,Orient Bell Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend -  Re 0.50 Per Share,10,INE607D01018,2015-09-26,2015-09-30
2015-09-23,,ORTINLABSS,Ortin Laboratories Limited,EQ,MEETING,,Annual General Meeting,10,INE749B01012,2015-09-26,2015-09-30
2015-09-23,,PEARLPOLY,Pearl Polymers Limited,EQ,MEETING,,Annual General Meeting,10,INE844A01013,2015-09-25,2015-09-30
2015-09-23,,PRESTIGE,Prestige Estates Projects Limited,EQ,DIVIDEND,1.50,Annual General Meeting/ Dividend - Rs 1.50/- Per Share,10,INE811K01011,2015-09-25,2015-09-30
2015-09-23,,PVP,PVP Ventures Limited,EQ,MEETING,,Annual General Meeting,10,INE362A01016,2015-09-25,2015-09-29
2015-09-23,,RADICO,Radico Khaitan Limited,EQ,DIVIDEND,0.80,Annual General Meeting/ Dividend - Re 0.80/- Per Share,2,INE944F01028,2015-09-25,2015-09-30
2015-09-23,,RAJESHEXPO,Rajesh Exports Limited,EQ,DIVIDEND,1.00,Dividend - Re 1/- Per Share,1,INE343B01030,2015-09-27,2015-09-29
2015-09-23,,RANASUG,Rana Sugars Limited,EQ,MEETING,,Annual General Meeting,10,INE625B01014,2015-09-26,2015-09-30
2015-09-23,,REFEX,Refex Industries Limited,EQ,MEETING,,Annual General Meeting,2,INE056I01017,2015-09-26,2015-09-30
2015-09-23,,REIAGROLTD,Rei Agro Limited,EQ,MEETING,,Annual General Meeting,1,INE385B01031,2015-09-28,2015-09-29
2015-09-23,,REISIXTEN,REI Six Ten Retail Limited,EQ,MEETING,,Annual General Meeting,2,INE849J01021,2015-09-28,2015-09-29
2015-09-23,,SAMTEL,Samtel Color Limited,EQ,MEETING,,Annual General Meeting,10,INE381A01016,2015-09-25,2015-09-29
2015-09-23,,SANDESH,The Sandesh Limited,EQ,DIVIDEND,4.00,Annual General Meeting/Dividend Rs 4/- Per Share,10,INE583B01015,2015-09-26,2015-09-30
2015-09-23,,SEJAL,SEJAL GLASS LIMITED,EQ,MEETING,,Annual General Meeting,10,INE955I01036,2015-09-25,2015-09-30
2015-09-23,,SGFL,Shree Ganesh Forgings Limited,EQ,MEETING,,Annual General Meeting,10,INE883G01018,2015-09-26,2015-09-28
2015-09-23,,SHAH,Shah Metacorp Limited,EQ,MEETING,,Annual General Meeting,1,INE482J01021,2015-09-25,2015-09-30
2015-09-23,,SHILPI,Shilpi Cable Technologies Limited,EQ,DIVIDEND,1.00,Annual General Meeting/ Dividend -  Re 1/- Per Share,10,INE510K01019,2015-09-28,2015-09-30
2015-09-23,,SHLAKSHMI,Shri Lakshmi Cotsyn Limited,EQ,MEETING,,Annual General Meeting,10,INE851B01016,2015-09-28,2015-09-30
2015-09-23,,SHRIASTER,Shri Aster Silicates Limited,EQ,MEETING,,Annual General Meeting,10,INE900K01012,2015-09-26,2015-09-29
2015-09-23,,SHYAMTEL,Shyam Telecom Limited,EQ,MEETING,,Annual General Meeting,10,INE635A01023,2015-09-25,2015-09-29
2015-09-23,,SICAL,Sical Logistics Limited,EQ,MEETING,,Annual General Meeting,10,INE075B01012,2015-09-26,2015-09-29
2015-09-23,,SIMBHSUGAR,Simbhaoli Sugars Limited,EQ,MEETING,,Annual General Meeting,10,INE270C01017,2015-09-26,2015-09-30
2015-09-23,,SUNTECK,Sunteck Realty Limited,EQ,DIVIDEND,1.00,Annual General Meeting/ Dividend -  Re 1/- Per Share,1,INE805D01026,2015-09-25,2015-09-29
2015-09-23,,SURANASOL,Surana Solar Limited,EQ,DIVIDEND,0.50,Annual General Meeting/ Dividend - Re 0.50/- Per Share,5,INE272L01014,2015-09-25,2015-09-30
2015-09-23,,SURANAT&P,Surana Telecom and Power Limited,EQ,DIVIDEND,0.12,Annual General Meeting/ Dividend -  Re 0.12/- Per Share,1,INE130B01023,2015-09-25,2015-09-30
2015-09-23,,TARAPUR,Tarapur Transformers Limited,EQ,MEETING,,Annual General Meeting,10,INE747K01017,2015-09-25,2015-09-29
2015-09-23,,TATACOMM,Tata Communications Limited,EQ,DIVIDEND,5.50,Annual General Meeting/ Dividend -  Rs 5.50/- Per Share,10,INE151A01013,2015-09-26,2015-09-29
2015-09-23,,TODAYS,Todays Writing Instruments Limited,EQ,MEETING,,Annual General Meeting,10,INE944B01019,2015-09-26,2015-09-29
2015-09-23,,UBHOLDINGS,United Breweries (Holdings) Limited,EQ,MEETING,,Annual General Meeting,10,INE696A01025,2015-09-25,2015-09-28
2015-09-23,,VAKRANGEE,Vakrangee Limited,EQ,DIVIDEND,0.25,Annual General Meeting/ Dividend -  Re 0.25/- Per Share,1,INE051B01021,2015-09-25,2015-09-29
2015-09-23,,VISESHINFO,Visesh Infotecnics Limited,EQ,MEETING,,Annual General Meeting,1,INE861A01017,2015-09-27,2015-09-30
2015-09-23,,VITALCOMM,Vital Communications Limited,EQ,MEETING,,Annual General Meeting,10,INE377B01012,2015-09-25,2015-09-29
2015-09-23,,VIVIMEDLAB,Vivimed Labs Limited,EQ,MEETING,,Annual General Meeting,2,INE526G01013,2015-09-26,2015-09-30
2015-09-23,,WEBELSOLAR,Websol Energy System Limited,EQ,MEETING,,Annual General Meeting,1,INE855C01015,2015-09-25,2015-09-30
2015-09-23,,WINDMACHIN,Windsor Machines Limited,EQ,MEETING,,Annual General Meeting,2,INE052A01021,2015-09-25,2015-09-29
2015-09-22,,63MOONS,63 moons technologies limited,EQ,DIVIDEND,5.00,Annual General Meeting/ Dividend -  Rs 5/- Per Share,2,INE111B01023,2015-09-24,2015-09-30
2015-09-22,,ABGSHIP,ABG Shipyard Limited,EQ,MEETING,,Annual General Meeting,10,INE067H01016,2015-09-24,2015-09-30
2015-09-22,,ABHISHEK,Abhishek Corporation Limited,EQ,MEETING,,Annual General Meeting,10,INE004I01017,2015-09-24,2015-09-30
2015-09-22,,ACCELYA,Accelya Solutions India Limited,EQ,DIVIDEND,25.00,Annual General Meeting/Dividend Rs 25/- Per Share,10,INE793A01012,2015-09-24,2015-09-30
2015-09-22,,AGARIND,Agarwal Industrial Corporation Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50/- Per Share,10,INE204E01012,2015-09-24,2015-09-30
2015-09-22,,ANANTRAJ,Anant Raj Limited,EQ,DIVIDEND,0.24,Annual General Meeting/ Dividend -  Re 0.24/- Per Share,2,INE242C01024,2015-09-24,2015-09-30
2015-09-22,,ANSALAPI,Ansal Properties & Infrastructure Limited,EQ,MEETING,,Annual General Meeting (Book Closure Start Date Revised),5,INE436A01026,2015-09-24,2015-09-30
2015-09-22,,ARCHIDPLY,Archidply Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE877I01016,2015-09-24,2015-09-30
2015-09-22,,ATLASCYCLE,Atlas Cycles (Haryana) Limited,EQ,MEETING,,Annual General Meeting,5,INE446A01017,2015-09-24,2015-09-30
2015-09-22,,AUSOMENT,Ausom Enterprise Limited,EQ,MEETING,,Annual General Meeting,10,INE218C01016,2015-09-24,2015-09-29
2015-09-22,,BALLARPUR,Ballarpur Industries Limited,EQ,DIVIDEND,0.20,Annual General Meeting/ Dividend - Re 0.20/- Per Share,2,INE294A01037,2015-09-24,2015-09-30
2015-09-22,,BANG,Bang Overseas Limited,EQ,MEETING,,Annual General Meeting,10,INE863I01016,2015-09-24,2015-09-29
2015-09-22,,BROADCAST,Broadcast Initiatives Limited,EQ,MEETING,,Annual General Meeting,10,INE698H01018,2015-09-24,2015-09-30
2015-09-22,,BURNPUR,Burnpur Cement Limited,EQ,MEETING,,Annual General Meeting,10,INE817H01014,2015-09-24,2015-09-30
2015-09-22,,CANTABIL,Cantabil Retail India Limited,EQ,MEETING,,Annual General Meeting,2,INE068L01016,2015-09-24,2015-09-30
2015-09-22,,CCCL,Consolidated Construction Consortium Limited,EQ,MEETING,,Annual General Meeting,2,INE429I01024,2015-09-24,2015-09-26
2015-09-22,,CHROMATIC,Chromatic India Limited,EQ,MEETING,,Annual General Meeting,10,INE662C01015,2015-09-24,2015-09-30
2015-09-22,,CLUTCHAUTO,Clutch Auto Limited,EQ,MEETING,,Annual General Meeting,10,INE779B01019,2015-09-24,2015-09-30
2015-09-22,,CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,MEETING,,Annual General Meeting,10,INE025A01027,2015-09-24,2015-09-28
2015-09-22,,CORDSCABLE,Cords Cable Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE792I01017,2015-09-24,2015-09-30
2015-09-22,,DALMIABHA,Dalmia Bharat Limited,EQ,DIVIDEND,1.50,Annual General Meeting/ Dividend -  Rs 1.50/- Per Share,2,INE439L01019,2015-09-24,2015-09-30
2015-09-22,,DEEPENR,DEEP ENERGY RESOURCES LIMITED,EQ,DIVIDEND,1.00,Annual General Meeting/ Dividend -  Re 1/- Per Share,10,INE677H01012,2015-09-24,2015-09-30
2015-09-22,,DHANBANK,Dhanlaxmi Bank Limited,EQ,MEETING,,Annual General Meeting,10,INE680A01011,2015-09-24,2015-09-29
2015-09-22,,DHUNINV,Dhunseri Investments Limited,EQ,DIVIDEND,1.50,Annual General Meeting/ Dividend -  Rs 1.50/- Per Share,10,INE320L01011,2015-09-24,2015-09-29
2015-09-22,,DQE,DQ Entertainment (International) Limited,EQ,MEETING,,Annual General Meeting,10,INE656K01010,2015-09-24,2015-09-30
2015-09-22,,DREDGECORP,Dredging Corporation of India Limited,EQ,DIVIDEND,3.00,Annual General Meeting/Dividend - Rs 3/- Per Share (Book Closure Dates Revised),10,INE506A01018,2015-09-24,2015-09-30
2015-09-22,,DSSL,Dynacons Systems & Solutions Limited,EQ,MEETING,,Annual General Meeting,10,INE417B01040,2015-09-24,2015-09-30
2015-09-22,,DUCON,Ducon Infratechnologies Limited,EQ,MEETING,,Annual General Meeting,1,INE741L01018,2015-09-24,2015-09-30
2015-09-22,,ELAND,E-Land Apparel Limited,EQ,MEETING,,Annual General Meeting,10,INE311H01018,2015-09-24,2015-09-25
2015-09-22,,GEMINI,Gemini Communication Limited,EQ,MEETING,,Annual General Meeting,1,INE878C01033,2015-09-24,2015-09-30
2015-09-22,,GOODLUCK,Goodluck India Limited,EQ,DIVIDEND,0.75,Annual General Meeting/Dividend -  Re 0.75/- Per Share,2,INE127I01024,2015-09-24,2015-09-30
2015-09-22,,GTNIND,GTN Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE537A01013,2015-09-24,2015-09-29
2015-09-22,,GUFICBIO,Gufic Biosciences Limited,EQ,DIVIDEND,0.05,Annual General Meeting/ Dividend -  Re 0.05/- Per Share,1,INE742B01025,2015-09-24,2015-09-30
2015-09-22,,GULFPETRO,GP Petroleums Limited,EQ,DIVIDEND,0.10,Annual General Meeting/ Dividend - Re 0.10/- Per Share,5,INE586G01017,2015-09-24,2015-09-30
2015-09-22,,HFCL,HFCL Limited,EQ,MEETING,,Annual General Meeting,1,INE548A01028,2015-09-24,2015-09-29
2015-09-22,,KALINDEE,Kalindee Rail Nirman (Engineers) Limited,EQ,MEETING,,Annual General Meeting,10,INE178D01010,2015-09-24,2015-09-30
2015-09-22,,LPDC,Landmark Property Development Company Limited,EQ,MEETING,,Annual General Meeting,1,INE197J01017,2015-09-24,2015-09-30
2015-09-22,,MADHUCON,Madhucon Projects Limited,EQ,DIVIDEND,0.10,Annual General Meeting/Dividend Re 0.10 Per Share,1,INE378D01032,2015-09-24,2015-09-30
2015-09-22,,MANDHANA,Mandhana Industries Limited,EQ,DIVIDEND,2.00,Annual General Meeting/ Dividend -  Rs 2/- Per Share,10,INE087J01010,2015-09-24,2015-09-30
2015-09-22,,MIC,MIC Electronics Limited,EQ,MEETING,,Annual General Meeting,2,INE287C01029,2015-09-24,2015-09-30
2015-09-22,,MOHITIND,Mohit Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE954E01012,2015-09-24,2015-09-28
2015-09-22,,MOTOGENFIN,The Motor & General Finance Limited,EQ,MEETING,,Annual General Meeting,5,INE861B01015,2015-09-24,2015-09-29
2015-09-22,,MUTHOOTFIN,Muthoot Finance Limited,EQ,DIVIDEND,2.00,Annual General Meeting/ Dividend -  Rs 2/- Per Share,10,INE414G01012,2015-09-24,2015-09-30
2015-09-22,,NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,MEETING,,Annual General Meeting,10,INE289A01011,2015-09-24,2015-09-30
2015-09-22,,NECLIFE,Nectar Lifesciences Limited,EQ,DIVIDEND,0.10,Annual General Meeting/ Dividend -  Re 0.10/- Per Share,1,INE023H01027,2015-09-24,2015-09-30
2015-09-22,,NGCT,Northgate Com Tech Limited,EQ,MEETING,,Annual General Meeting,10,INE970N01019,2015-09-24,2015-09-30
2015-09-22,,NUTEK,Nu Tek India Limited,EQ,MEETING,,Annual General Meeting,5,INE318J01027,2015-09-24,2015-09-30
2015-09-22,,OISL,OCL Iron and Steel Limited,EQ,MEETING,,Annual General Meeting,1,INE196J01019,2015-09-24,2015-09-30
2015-09-22,,OMAXE,Omaxe Limited,EQ,DIVIDEND,0.50,Annual General Meeting/ Dividend -  Re 0.50/- Per Share,10,INE800H01010,2015-09-24,2015-09-29
2015-09-22,,ONELIFECAP,Onelife Capital Advisors Limited,EQ,MEETING,,Annual General Meeting,10,INE912L01015,2015-09-24,2015-09-30
2015-09-22,,OSWALAGRO,Oswal Agro Mills Limited,EQ,MEETING,,Annual General Meeting,10,INE142A01012,2015-09-24,2015-09-30
2015-09-22,,OSWALGREEN,Oswal Greentech Limited,EQ,MEETING,,Annual General Meeting,10,INE143A01010,2015-09-24,2015-09-30
2015-09-22,,PADMALAYAT,Padmalaya Telefilms Limited,EQ,MEETING,,Annual General Meeting (Book Closure Start Date Revised),10,INE243B01016,2015-09-24,2015-09-30
2015-09-22,,PAISALO,Paisalo Digital Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re 1/- Per Share,1,INE420C01042,2015-09-24,2015-09-30
2015-09-22,,PANACEABIO,Panacea Biotec Limited,EQ,MEETING,,Annual General Meeting,1,INE922B01023,2015-09-24,2015-09-30
2015-09-22,,PARAPRINT,Paramount Printpackaging Limited,EQ,MEETING,,Annual General Meeting (Book Closure Start Date Revised),10,INE702L01010,2015-09-24,2015-09-30
2015-09-22,,PARSVNATH,Parsvnath Developers Limited,EQ,MEETING,,Annual General Meeting,5,INE561H01018,2015-09-24,2015-09-30
2015-09-22,,PBAINFRA,PBA Infrastructure Limited,EQ,MEETING,,Annual General Meeting,10,INE160H01019,2015-09-24,2015-09-30
2015-09-22,,PEPL,Pearl Engineering Polymers Limited,EQ,MEETING,,Annual General Meeting,10,INE843A01023,2015-09-24,2015-09-26
2015-09-22,,PRAENG,Prajay Engineers Syndicate Limited,EQ,MEETING,,Annual General Meeting,10,INE505C01016,2015-09-24,2015-09-30
2015-09-22,,PROSEED,Proseed India Limited,EQ,MEETING,,Annual General Meeting,1,INE217G01027,2015-09-24,2015-09-30
2015-09-22,,PROVOGE,Provogue (India) Limited,EQ,MEETING,,Annual General Meeting,1,INE968G01033,2015-09-24,2015-09-30
2015-09-22,,PROZONER,Prozone Realty Limited,EQ,MEETING,,Annual General Meeting,2,INE195N01013,2015-09-24,2015-09-30
2015-09-22,,RAJOIL,Raj Oil Mills Limited,EQ,MEETING,,Annual General Meeting,10,INE294G01018,2015-09-24,2015-09-29
2015-09-22,,RAMKY,Ramky Infrastructure Limited,EQ,MEETING,,Annual General Meeting,10,INE874I01013,2015-09-24,2015-09-29
2015-09-22,,REMSONSIND,Remsons Industries Limited,EQ,MEETING,,Annual General Meeting,2,INE474C01015,2015-09-24,2015-09-30
2015-09-22,,RKDL,Ravi Kumar Distilleries Limited,EQ,MEETING,,Annual General Meeting,10,INE722J01012,2015-09-24,2015-09-28
2015-09-22,,ROLTA,Rolta India Limited,EQ,DIVIDEND,3.00,Annual General Meeting/ Dividend -  Rs 3 Per Share,10,INE293A01013,2015-09-24,2015-09-26
2015-09-22,,RTNINDIA,RattanIndia Enterprises Limited,EQ,MEETING,,Annual General Meeting,2,INE834M01019,2015-09-24,2015-09-30
2015-09-22,,RTNPOWER,RattanIndia Power Limited,EQ,MEETING,,Annual General Meeting,10,INE399K01017,2015-09-24,2015-09-30
2015-09-22,,SAKHTISUG,Sakthi Sugars Limited,EQ,MEETING,,Annual General Meeting,10,INE623A01011,2015-09-24,2015-09-30
2015-09-22,,SAMPANN,Sampann Utpadan India Limited,EQ,MEETING,,Annual General Meeting,10,INE735M01018,2015-09-24,2015-09-30
2015-09-22,,SANGAMIND,Sangam (India) Limited,EQ,DIVIDEND,2.00,Annual General Meeting/ Dividend -  Rs 2/- Per Share,10,INE495C01010,2015-09-24,2015-09-30
2015-09-22,,SARLAPOLY,Sarla Performance Fibers Limited,EQ,DIVIDEND,8.00,Annual General Meeting/ Dividend -  Rs 8/- Per Share,1,INE453D01017,2015-09-24,2015-09-28
2015-09-22,,SELMCL,SEL Manufacturing Company Limited,EQ,MEETING,,Annual General Meeting,10,INE105I01012,2015-09-24,2015-09-30
2015-09-22,,SETUINFRA,Setubandhan Infrastructure Limited,EQ,MEETING,,Annual General Meeting (Book Closure Dates Revised),1,INE023M01027,2015-09-24,2015-09-29
2015-09-22,,SGL,STL Global Limited,EQ,MEETING,,Annual General Meeting,10,INE353H01010,2015-09-24,2015-09-30
2015-09-22,,SIGNET,Signet Industries Limited,EQ,MEETING,,Annual General Meeting,1,INE529F01019,2015-09-24,2015-09-30
2015-09-22,,SMSPHARMA,SMS Pharmaceuticals Limited,EQ,DIVIDEND,2.00,Annual General Meeting/ Dividend -  Rs 2/- Per Share,1,INE812G01017,2015-09-24,2015-09-29
2015-09-22,,SREEL,Sreeleathers Limited,EQ,MEETING,,Annual General Meeting,10,INE099F01013,2015-09-24,2015-09-30
2015-09-22,,SRGINFOTEC,SRG Infotec (India) Limited,EQ,MEETING,,Annual General Meeting,10,INE376A01032,2015-09-24,2015-09-30
2015-09-22,,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,DIVIDEND,1.50,Annual General Meeting/ Dividend -  Rs 1.50/- Per Share,10,INE917H01012,2015-09-24,2015-09-30
2015-09-22,,SSWL,Steel Strips Wheels Limited,EQ,DIVIDEND,2.00,Annual General Meeting/Dividend Rs 2/- Per Share,1,INE802C01017,2015-09-24,2015-09-30
2015-09-22,,SUMEETINDS,Sumeet Industries Limited,EQ,MEETING,,Annual General Meeting,2,INE235C01010,2015-09-24,2015-09-30
2015-09-22,,SUNDARAM,Sundaram Multi Pap Limited,EQ,MEETING,,Annual General Meeting,1,INE108E01023,2015-09-24,2015-09-30
2015-09-22,,SUPREMEINF,Supreme Infrastructure India Limited,EQ,MEETING,,Annual General Meeting,10,INE550H01011,2015-09-24,2015-09-30
2015-09-22,,SURYAJYOTI,Suryajyoti Spinning Mills Limited,EQ,MEETING,,Annual General Meeting,10,INE411C01017,2015-09-24,2015-09-30
2015-09-22,,THOMASCOTT,Thomas Scott (India) Limited,EQ,MEETING,,Annual General Meeting,10,INE480M01011,2015-09-24,2015-09-29
2015-09-22,,TIIL,Technocraft Industries (India) Limited,EQ,MEETING,,Annual General Meeting,10,INE545H01011,2015-09-24,2015-09-29
2015-09-22,,TOKYOPLAST,Tokyo Plast International Limited,EQ,MEETING,,Annual General Meeting,10,INE932C01012,2015-09-24,2015-09-30
2015-09-22,,TRIGYN,Trigyn Technologies Limited,EQ,MEETING,,Annual General Meeting,10,INE948A01012,2015-09-24,2015-09-30
2015-09-22,,UCAL,UCAL LIMITED,EQ,DIVIDEND,2.00,Annual General Meeting/ Dividend -  Rs 2/- Per Share,10,INE139B01016,2015-09-24,2015-09-30
2015-09-22,,VALECHAENG,Valecha Engineering Limited,EQ,MEETING,,Annual General Meeting,10,INE624C01015,2015-09-24,2015-09-30
2015-09-22,,VIJSHAN,Vijay Shanthi Builders Limited,EQ,MEETING,,Annual General Meeting,10,INE806F01011,2015-09-24,2015-09-30
2015-09-22,,VIKASECO,Vikas EcoTech Limited,EQ,DIVIDEND,0.05,Annual General Meeting/ Dividend -  Re 0.05/- Per Share,1,INE806A01020,2015-09-24,2015-09-30
2015-09-22,,VIVIDHA,Visagar Polytex Limited,EQ,DIVIDEND,0.03,Annual General Meeting/ Dividend -  Re 0.03/- Per Share,1,INE370E01029,2015-09-24,2015-09-30
2015-09-22,,VKSPL,VKS Projects Limited,EQ,MEETING,,Annual General Meeting,1,INE213M01016,2015-09-24,2015-09-30
2015-09-22,,WAAREEINDO,Indosolar Limited,EQ,MEETING,,Annual General Meeting,10,INE866K01023,2015-09-24,2015-09-30
2015-09-22,,WELENT,Welspun Enterprises Limited,EQ,MEETING,,Annual General Meeting,10,INE625G01013,2015-09-24,2015-09-25
2015-09-22,,ZENITHCOMP,Zenith Computers Limited,EQ,MEETING,,Annual General Meeting,10,INE598B01013,2015-09-24,2015-09-30
2015-09-21,,ADFFOODS,ADF Foods Limited,EQ,DIVIDEND,1.50,Annual General Meeting/ Dividend -  Rs 1.50/- Per Share,2,INE982B01019,2015-09-23,2015-09-30
2015-09-21,,ADROITINFO,Adroit Infotech Limited,EQ,MEETING,,Annual General Meeting,10,INE737B01033,2015-09-23,2015-09-30
2015-09-21,,AHLUCONT,Ahluwalia Contracts (India) Limited,EQ,MEETING,,Annual General Meeting,2,INE758C01029,2015-09-23,2015-09-30
2015-09-21,,ALMONDZ,Almondz Global Securities Limited,EQ,MEETING,,Annual General Meeting,1,INE326B01027,2015-09-23,2015-09-29
2015-09-21,,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,EQ,MEETING,,Annual General Meeting,10,INE792B01012,2015-09-23,2015-09-29
2015-09-21,,ANTGRAPHIC,Antarctica Limited,EQ,MEETING,,Annual General Meeting,1,INE414B01021,2015-09-23,2015-09-29
2015-09-21,,AUTOLITIND,Autolite (India) Limited,EQ,MEETING,,Annual General Meeting,10,INE448A01013,2015-09-23,2015-09-29
2015-09-21,,BAFNAPHARM,Bafna Pharmaceuticals Limited,EQ,MEETING,,Annual General Meeting,10,INE878I01014,2015-09-23,2015-09-29
2015-09-21,,BGLOBAL,Bharatiya Global Infomedia Limited,EQ,MEETING,,Annual General Meeting,10,INE224M01013,2015-09-23,2015-09-29
2015-09-21,,BLUECOAST,Blue Coast Hotels Limited,EQ,MEETING,,Annual General Meeting,10,INE472B01011,2015-09-23,2015-09-30
2015-09-21,,BPL,BPL Limited,EQ,MEETING,,Annual General Meeting,10,INE110A01019,2015-09-23,2015-09-30
2015-09-21,,BROOKS,Brooks Laboratories Limited,EQ,MEETING,,Annual General Meeting,10,INE650L01011,2015-09-23,2015-09-29
2015-09-21,,CARERATING,CARE Ratings Limited,EQ,DIVIDEND,8.00,Annual General Meeting/ Dividend -  Rs 8/- Per Share,10,INE752H01013,2015-09-23,2015-09-29
2015-09-21,,CCHHL,Country Club Hospitality & Holidays Limited,EQ,MEETING,,Annual General Meeting,2,INE652F01027,2015-09-23,2015-09-30
2015-09-21,,CMAHENDRA,C. Mahendra Exports Limited,EQ,MEETING,,Annual General Meeting,10,INE378J01013,2015-09-23,2015-09-25
2015-09-21,,COUNCODOS,Country Condo's Limited,EQ,MEETING,,Annual General Meeting,1,INE695B01025,2015-09-23,2015-09-30
2015-09-21,,CREATIVEYE,Creative Eye Limited,EQ,MEETING,,Annual General Meeting,5,INE230B01021,2015-09-23,2015-09-30
2015-09-21,,CURATECH,Cura Technologies Limited,EQ,MEETING,,Annual General Meeting,10,INE117B01012,2015-09-23,2015-09-30
2015-09-21,,CYBERMEDIA,Cyber Media (India) Limited,EQ,MEETING,,Annual General Meeting,10,INE278G01037,2015-09-23,2015-09-30
2015-09-21,,DIGISPICE,DiGiSPICE Technologies Limited,EQ,MEETING,,Annual General Meeting,3,INE927C01020,2015-09-23,2015-09-29
2015-09-21,,DISHTV,Dish TV India Limited,EQ,MEETING,,Annual General Meeting,1,INE836F01026,2015-09-23,2015-09-29
2015-09-21,,DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,EQ,MEETING,,Annual General Meeting,10,INE920A01011,2015-09-23,2015-09-29
2015-09-21,,EDUCOMP,Educomp Solutions Limited,EQ,MEETING,,Annual General Meeting,2,INE216H01027,2015-09-23,2015-09-28
2015-09-21,,EMMBI,Emmbi Industries Limited,EQ,DIVIDEND,0.30,Annual General Meeting / Dividend Re 0.30/- Per Share,10,INE753K01015,2015-09-23,2015-09-29
2015-09-21,,ENERGYDEV,Energy Development Company Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend Re 0.50 Per Share,10,INE306C01019,2015-09-23,2015-09-29
2015-09-21,,ESSDEE,Ess Dee Aluminium Limited,EQ,MEETING,,Annual General Meeting,10,INE825H01017,2015-09-23,2015-09-29
2015-09-21,,EUROCERA,Euro Ceramics Limited,EQ,MEETING,,Annual General Meeting,10,INE649H01011,2015-09-23,2015-09-29
2015-09-21,,EUROMULTI,Euro Multivision Limited,EQ,MEETING,,Annual General Meeting,10,INE063J01011,2015-09-23,2015-09-29
2015-09-21,,FCL,Fineotex Chemical Limited,EQ,DIVIDEND,0.10,Annual General Meeting/ Dividend -  Re 0.10/- Per Share (Dividend Rate Revised),1,INE045J01018,2015-09-23,2015-09-28
2015-09-21,,FLEXITUFF,Flexituff Ventures International Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend -  Re 1/- Per Share,10,INE060J01017,2015-09-23,2015-09-30
2015-09-21,,GAYAPROJ,Gayatri Projects Limited,EQ,DIVIDEND,1.00,Annual General Meeting/ Dividend -  Re 1/- Per Share,2,INE336H01015,2015-09-23,2015-09-28
2015-09-21,,GFLLIMITED,GFL Limited,EQ,DIVIDEND,3.50,Annual General Meeting/Dividend -  Rs 3.50/- Per Share,1,INE538A01037,2015-09-23,2015-09-29
